0.795073, -0.202772, -0.001855
0.776262, -0.203293, -0.000671
0.784219, -0.202390, -0.002359
0.781167, -0.201270, -0.001681
0.785294, -0.203305, -0.000477
0.807363, -0.204067, -0.001690
0.832703, -0.207239, -0.000447
0.858456, -0.209851, 0.000315
0.861550, -0.210544, 0.000188
0.889875, -0.209352, 0.000330
0.868030, -0.206189, -0.000834
0.910609, -0.204671, -0.000301
0.883187, -0.208007, 0.000061
0.889883, -0.208849, 0.000038
0.896215, -0.208189, -0.001182
0.875861, -0.211096, 0.000133
0.842841, -0.208065, 0.000681
0.817305, -0.208837, 0.001148
0.833981, -0.208410, -0.000600
0.823730, -0.211585, 0.001424
0.847362, -0.208385, 0.000995
0.851576, -0.206212, -0.001107
0.838299, -0.202528, -0.002722
0.841109, -0.203595, -0.001838
0.861273, -0.203894, -0.001731
0.838327, -0.202013, -0.001354
0.833133, -0.197390, -0.001095
0.844050, -0.195477, -0.001127
0.836878, -0.192797, -0.001667
0.854398, -0.196133, -0.001862
0.862549, -0.193108, 0.000288
0.868683, -0.194191, -0.000519
0.895087, -0.196242, 0.000003
0.908299, -0.193187, -0.000819
0.941118, -0.196521, -0.000729
0.953340, -0.194750, -0.000738
0.945188, -0.190832, -0.001279
0.928873, -0.188538, -0.001603
0.962425, -0.185292, -0.002884
0.979491, -0.184539, -0.002820
0.991469, -0.181728, -0.003583
0.954283, -0.183556, -0.003345
0.968829, -0.177052, -0.003525
0.970829, -0.176708, -0.005866
0.975781, -0.177146, -0.004385
0.966822, -0.178917, -0.003982
0.964013, -0.182786, -0.003762
0.983327, -0.182240, -0.003891
0.970342, -0.181909, -0.004811
0.975017, -0.180147, -0.006384
0.988800, -0.179209, -0.006140
1.021886, -0.180749, -0.006280
1.070779, -0.179260, -0.006990
1.082179, -0.181582, -0.008174
1.087793, -0.179735, -0.006470
1.098293, -0.181766, -0.005847
1.139249, -0.183084, -0.005855
1.153339, -0.180065, -0.005749
1.159377, -0.183804, -0.007343
1.163046, -0.180049, -0.006420
1.135449, -0.180621, -0.006852
1.173203, -0.185806, -0.006027
1.204755, -0.184969, -0.005866
1.224864, -0.185912, -0.005698
1.252337, -0.183131, -0.005206
1.247501, -0.181356, -0.006998
1.261545, -0.176571, -0.007155
1.286701, -0.174531, -0.008421
1.300750, -0.172055, -0.008205
1.323089, -0.173234, -0.007062
1.349266, -0.172961, -0.008180
1.372569, -0.176608, -0.006480
1.410823, -0.175010, -0.006979
1.415901, -0.176807, -0.005536
1.426026, -0.174659, -0.005327
1.438080, -0.176185, -0.005158
1.464298, -0.175987, -0.007124
1.444842, -0.177974, -0.006281
1.432425, -0.174131, -0.006321
1.493794, -0.175141, -0.006688
1.531214, -0.175921, -0.006981
1.544687, -0.175783, -0.006974
1.522499, -0.175227, -0.006710
1.536901, -0.177191, -0.005454
1.562073, -0.176360, -0.004618
1.579610, -0.172786, -0.005840
1.555794, -0.170274, -0.005283
1.601562, -0.172087, -0.006211
1.632982, -0.169174, -0.006639
1.648931, -0.169909, -0.007936
1.638515, -0.174299, -0.007110
1.617289, -0.174929, -0.004951
1.659759, -0.171903, -0.006133
1.656419, -0.175880, -0.004954
1.633799, -0.180457, -0.003742
1.641219, -0.178440, -0.004071
1.705279, -0.181837, -0.003202
1.706044, -0.178547, -0.003211
1.714240, -0.180534, -0.001848
1.707374, -0.185103, -0.000651
1.716575, -0.181147, -0.001465
1.707651, -0.180730, -0.000667
1.739784, -0.174374, 0.000478
1.700598, -0.171888, -0.001379
1.710292, -0.170585, -0.002710
1.688990, -0.165179, -0.003651
1.680133, -0.163914, -0.004215
1.730187, -0.163625, -0.003731
1.739156, -0.165764, -0.002703
1.744389, -0.163614, -0.003411
1.760561, -0.163777, -0.003906
1.767469, -0.165532, -0.002654
1.757755, -0.165593, -0.003338
1.770263, -0.168611, -0.002710
1.777968, -0.168974, -0.002011
1.852053, -0.170847, -0.001573
1.883552, -0.177665, -0.000760
1.833356, -0.180374, 0.000627
1.867492, -0.179886, -0.001499
1.875793, -0.174861, -0.001444
1.919521, -0.175955, -0.001129
1.953079, -0.171827, -0.001369
1.967412, -0.170846, -0.002184
2.017620, -0.170415, -0.002419
2.066310, -0.165312, -0.003080
2.067685, -0.169761, -0.002441
2.111586, -0.170229, -0.001807
2.136555, -0.165566, -0.003189
2.155983, -0.163688, -0.004412
2.175312, -0.160927, -0.005585
2.175937, -0.161992, -0.005421
2.243543, -0.164259, -0.005726
2.251767, -0.163643, -0.005135
2.255030, -0.160721, -0.007686
2.253740, -0.167187, -0.007572
2.288769, -0.174619, -0.005401
2.257262, -0.175689, -0.006114
2.225644, -0.173020, -0.010024
2.215343, -0.175158, -0.014031
2.230087, -0.179023, -0.014918
2.214431, -0.173469, -0.019196
2.191379, -0.173197, -0.020662
2.210747, -0.184156, -0.010456
2.169636, -0.182078, -0.019004
2.178002, -0.183201, -0.019972
2.158239, -0.181807, -0.023012
2.155629, -0.177577, -0.023916
2.166612, -0.174581, -0.026505
2.186241, -0.175110, -0.026326
2.204848, -0.179661, -0.027206
2.213220, -0.177152, -0.029883
2.253668, -0.181779, -0.029404
2.309598, -0.177824, -0.038042
2.362013, -0.178889, -0.039186
2.408262, -0.179585, -0.038652
2.464868, -0.176232, -0.037829
2.507339, -0.181445, -0.037323
2.531975, -0.176833, -0.039206
2.576226, -0.178500, -0.039481
2.608114, -0.180444, -0.038342
2.658487, -0.185048, -0.038142
2.705618, -0.185241, -0.037466
2.737821, -0.186704, -0.038225
2.763478, -0.186478, -0.038848
2.861384, -0.188694, -0.040617
2.944285, -0.194373, -0.038565
2.935953, -0.188888, -0.047287
2.937314, -0.181514, -0.050077
2.958527, -0.183089, -0.050671
2.944632, -0.180638, -0.051636
2.950349, -0.184806, -0.050886
2.946139, -0.185311, -0.052300
2.946714, -0.184305, -0.052483
2.952865, -0.185478, -0.052815
2.973116, -0.182816, -0.054899
3.000875, -0.182018, -0.054470
3.024822, -0.182365, -0.056154
3.051571, -0.187037, -0.055846
3.073108, -0.186951, -0.057953
3.094255, -0.187169, -0.058805
3.117291, -0.188992, -0.055461
3.120492, -0.191924, -0.058156
3.144888, -0.193677, -0.057451
3.175467, -0.195828, -0.059568
3.191075, -0.196896, -0.059342
3.229749, -0.198176, -0.058318
3.250730, -0.198033, -0.061551
3.277149, -0.200082, -0.061782
3.301444, -0.197341, -0.062259
3.332263, -0.199646, -0.061747
3.356305, -0.199779, -0.060992
3.375177, -0.201093, -0.061139
3.389216, -0.201093, -0.059380
3.392816, -0.203796, -0.059426
3.404376, -0.200410, -0.056618
3.428709, -0.203161, -0.055320
3.444774, -0.205642, -0.051238
3.446003, -0.203343, -0.054198
3.492161, -0.206313, -0.045721
3.521376, -0.217140, -0.039470
3.546581, -0.222355, -0.036998
3.546473, -0.227030, -0.036735
3.563042, -0.234300, -0.032891
3.580287, -0.239023, -0.032749
3.607241, -0.241185, -0.031379
3.620679, -0.234420, -0.038660
3.645791, -0.238060, -0.035395
3.668429, -0.236793, -0.040549
3.686545, -0.231508, -0.043439
3.709777, -0.227601, -0.044598
3.724166, -0.223772, -0.046882
3.745648, -0.224172, -0.046500
3.754077, -0.226424, -0.047844
3.768831, -0.227485, -0.046852
3.786550, -0.226908, -0.047400
3.802238, -0.226204, -0.048982
3.809335, -0.227058, -0.047686
3.820924, -0.225661, -0.048529
3.836567, -0.224234, -0.049910
3.845703, -0.225367, -0.048089
3.865466, -0.224941, -0.047623
3.868701, -0.227125, -0.047250
3.876037, -0.229667, -0.046681
3.880621, -0.230869, -0.046568
3.870714, -0.237394, -0.044768
3.859571, -0.238764, -0.045726
3.864234, -0.237224, -0.045138
3.877177, -0.238208, -0.044784
3.883245, -0.238578, -0.043952
3.891754, -0.241938, -0.042199
3.901352, -0.241100, -0.043238
3.915526, -0.247113, -0.043599
3.920848, -0.243324, -0.043248
3.938533, -0.240396, -0.045870
3.969776, -0.238799, -0.047077
4.040296, -0.238116, -0.058321
4.102896, -0.236112, -0.060365
4.139792, -0.234459, -0.060452
4.178081, -0.233352, -0.061309
4.222465, -0.232564, -0.060408
4.254122, -0.227121, -0.062478
4.284490, -0.225263, -0.062230
4.313014, -0.231854, -0.062305
4.341636, -0.235271, -0.061002
4.377221, -0.238188, -0.061878
4.408705, -0.243663, -0.060210
4.441637, -0.246549, -0.060528
4.463374, -0.243285, -0.060838
4.480894, -0.242600, -0.062511
4.498989, -0.243900, -0.061366
4.520983, -0.245165, -0.061125
4.550053, -0.244781, -0.061420
4.570815, -0.251808, -0.058847
4.577592, -0.247322, -0.060724
4.591323, -0.248569, -0.059116
4.611216, -0.250935, -0.060312
4.634356, -0.249580, -0.059538
4.656036, -0.248144, -0.060096
4.667648, -0.250735, -0.059362
4.676231, -0.253172, -0.059028
4.692561, -0.252104, -0.060171
4.700383, -0.253751, -0.060288
4.706957, -0.253024, -0.060330
4.733567, -0.255629, -0.058346
4.730249, -0.257173, -0.055576
4.732429, -0.255023, -0.055191
4.745651, -0.256081, -0.054457
4.747216, -0.258859, -0.053165
4.745218, -0.258371, -0.053333
4.745524, -0.261083, -0.052525
4.758493, -0.260832, -0.050663
4.775148, -0.262943, -0.051446
4.774794, -0.263923, -0.050855
4.790562, -0.262998, -0.051157
4.809482, -0.259756, -0.053148
4.828647, -0.259950, -0.052233
4.839689, -0.262146, -0.052735
4.857157, -0.259666, -0.053207
4.858735, -0.264386, -0.053616
4.868901, -0.265907, -0.051992
4.880857, -0.269167, -0.053383
4.888168, -0.271920, -0.052116
4.907600, -0.273831, -0.051757
4.921233, -0.277382, -0.051204
4.932788, -0.281312, -0.051472
4.950763, -0.281956, -0.050718
4.965278, -0.285096, -0.049945
