-0.727019, 2.986379, -2.663674, 0.000000
-0.780640, 2.941057, -2.620980, 0.000000
-0.830413, 2.887920, -2.518143, 0.000000
-0.860041, 2.841904, -2.436587, 0.000000
-0.875868, 2.803552, -2.385472, 0.000000
-0.894079, 2.758484, -2.292738, 0.000000
-0.926606, 2.701142, -2.213095, 0.000000
-0.968297, 2.626458, -2.181982, 0.000000
-1.001174, 2.565688, -2.107147, 0.000000
-0.994726, 2.502954, -2.048588, 0.000000
-0.983427, 2.435200, -2.010810, 0.000000
-0.978815, 2.382408, -1.967658, 0.000000
-0.964517, 2.326869, -1.892433, 0.000000
-0.939934, 2.268070, -1.803980, 0.000000
-0.941352, 2.214786, -1.785071, 0.000000
-0.926503, 2.157818, -1.704025, 0.000000
-0.895406, 2.103882, -1.601542, 0.000000
-0.867923, 2.060244, -1.565592, 0.000000
-0.843243, 2.004559, -1.452676, 0.000000
-0.834155, 1.951145, -1.387965, 0.000000
-0.783035, 1.898382, -1.362946, 0.000000
-0.731892, 1.839909, -1.333626, 0.000000
-0.688944, 1.772160, -1.309171, 0.000000
-0.651229, 1.702168, -1.299764, 0.000000
-0.618771, 1.643922, -1.304730, 0.000000
-0.624656, 1.558343, -1.352817, 0.000000
-0.703543, 1.447622, -1.348579, 0.000000
-0.748398, 1.343720, -1.344093, 0.000000
-0.754603, 1.254839, -1.339916, 0.000000
-0.733055, 1.171798, -1.353683, 0.000000
-0.701576, 1.090253, -1.351916, 0.000000
-0.671837, 1.015479, -1.346033, 0.000000
-0.634839, 0.961123, -1.348091, 0.000000
-0.586088, 0.902606, -1.342968, 0.000000
-0.552871, 0.860660, -1.335912, 0.000000
-0.534205, 0.820773, -1.329638, 0.000000
-0.517496, 0.788609, -1.324520, 0.000000
-0.498504, 0.753874, -1.314204, 0.000000
-0.488510, 0.724485, -1.299947, 0.000000
-0.482530, 0.691429, -1.297363, 0.000000
-0.481123, 0.657469, -1.275831, 0.000000
-0.467485, 0.616862, -1.262715, 0.000000
-0.458045, 0.578200, -1.254917, 0.000000
-0.438639, 0.539991, -1.246353, 0.000000
-0.420581, 0.492788, -1.228222, 0.000000
-0.405295, 0.455128, -1.212260, 0.000000
-0.385497, 0.411934, -1.197257, 0.000000
-0.365458, 0.362303, -1.171247, 0.000000
-0.342776, 0.321151, -1.164870, 0.000000
-0.321313, 0.275551, -1.132121, 0.000000
-0.289656, 0.234839, -1.085094, 0.000000
-0.257476, 0.199306, -1.072296, 0.000000
-0.224351, 0.156225, -1.030525, 0.000000
-0.192820, 0.120580, -0.979652, 0.000000
-0.166223, 0.084189, -0.959056, 0.000000
-0.133449, 0.046814, -0.911563, 0.000000
-0.103874, 0.017365, -0.889782, 0.000000
-0.053458, -0.014341, -0.837239, 0.000000
-0.019124, -0.043245, -0.794400, 0.000000
0.019334, -0.073470, -0.751114, 0.000000
0.051044, -0.098230, -0.726603, 0.000000
0.085914, -0.123186, -0.682927, 0.000000
0.120893, -0.141959, -0.637811, 0.000000
0.162145, -0.165540, -0.573926, 0.000000
0.201463, -0.180934, -0.541008, 0.000000
0.242842, -0.201682, -0.488082, 0.000000
0.290702, -0.221919, -0.422623, 0.000000
0.375298, -0.225430, -0.388791, 0.000000
0.471669, -0.226718, -0.328961, 0.000000
0.560688, -0.226802, -0.274198, 0.000000
0.601760, -0.235328, -0.261841, 0.000000
0.661469, -0.245577, -0.231067, 0.000000
0.751864, -0.244893, -0.219658, 0.000000
0.803905, -0.247968, -0.226389, 0.000000
0.838764, -0.256220, -0.230287, 0.000000
0.904570, -0.264349, -0.215506, 0.000000
0.947152, -0.268717, -0.225475, 0.000000
0.980439, -0.287267, -0.226688, 0.000000
1.014576, -0.300031, -0.228659, 0.000000
1.071520, -0.315741, -0.215136, 0.000000
1.110555, -0.326026, -0.218323, 0.000000
1.138303, -0.330153, -0.224801, 0.000000
1.170724, -0.333961, -0.239201, 0.000000
